# Cases of whooping cough in Ontario Canada; 1904-89,,,
# We are missing monthly data for 1913; and 1978-81.,,,
# Weeks missing: december 1974 whooping cough data for third and fourth week; instead we added the entires for the first and second week and took that as the total number of cases for december (underestimated of course),,,
# Used in paper 'Bauch and Earn 2003' and since that time has been updated to fill in some holes in the dataset,,,
# 1970 filled by data provided by Angie Fazzone who helped by finding data in the Ontario Ministry of Health archives,,,
# This data file is available online from the International Infectious Disease Data Archive (IIDDA) at http://iidda.mcmaster.ca,,,
# Please acknowledge IIDDA in any publication or presentation in which data downloaded from IIDDA are used.,,,
# The first publication that made use of this data file was: C. T. Bauch and D. J. D. Earn (2003) 'Transients and Attractors in Epidemics' Proceedings of the Royal Society of London Series B 270:1573-1578,,,
# See the IIDDA website for a list of all papers that have used this data file.,,,
year,month,numdate,cases
1921,3,1921.2417,237
1921,4,1921.3250,165
1921,5,1921.4083,228
1921,6,1921.4917,194
1921,7,1921.5750,227
1921,8,1921.6583,151
1921,9,1921.7417,150
1921,10,1921.8250,129
1921,11,1921.9083,78
1921,12,1921.9917,95
1922,1,1922.0750,89
1922,2,1922.1583,158
1922,3,1922.2417,61
1922,4,1922.3250,69
1922,5,1922.4083,119
1922,6,1922.4917,65
1922,7,1922.5750,79
1922,8,1922.6583,163
1922,9,1922.7417,196
1922,10,1922.8250,149
1922,11,1922.9083,309
1922,12,1922.9917,234
1923,1,1923.0750,376
1923,2,1923.1583,402
1923,3,1923.2417,432
1923,4,1923.3250,286
1923,5,1923.4083,142
1923,6,1923.4917,199
1923,7,1923.5750,208
1923,8,1923.6583,197
1923,9,1923.7417,230
1923,10,1923.8250,185
1923,11,1923.9083,369
1923,12,1923.9917,179
1924,1,1924.0750,181
1924,2,1924.1583,202
1924,3,1924.2417,140
1924,4,1924.3250,140
1924,5,1924.4083,141
1924,6,1924.4917,104
1924,7,1924.5750,109
1924,8,1924.6583,300
1924,9,1924.7417,225
1924,10,1924.8250,174
1924,11,1924.9083,488
1924,12,1924.9917,279
1925,1,1925.0750,480
1925,2,1925.1583,427
1925,3,1925.2417,464
1925,4,1925.3250,352
1925,5,1925.4083,400
1925,6,1925.4917,269
1925,7,1925.5750,345
1925,8,1925.6583,305
1925,9,1925.7417,295
1925,10,1925.8250,247
1925,11,1925.9083,130
1925,12,1925.9917,113
1926,1,1926.0750,240
1926,2,1926.1583,420
1926,3,1926.2417,310
1926,4,1926.3250,255
1926,5,1926.4083,321
1926,6,1926.4917,290
1926,7,1926.5750,324
1926,8,1926.6583,256
1926,9,1926.7417,232
1926,10,1926.8250,304
1926,11,1926.9083,312
1926,12,1926.9917,410
1927,1,1927.0750,553
1927,2,1927.1583,267
1927,3,1927.2417,227
1927,4,1927.3250,257
1927,5,1927.4083,180
1927,6,1927.4917,143
1927,7,1927.5750,310
1927,8,1927.6583,297
1927,9,1927.7417,288
1927,10,1927.8250,275
1927,11,1927.9083,285
1927,12,1927.9917,342
1928,1,1928.0750,342
1928,2,1928.1583,333
1928,3,1928.2417,422
1928,4,1928.3250,268
1928,5,1928.4083,292
1928,6,1928.4917,310
1928,7,1928.5750,218
1928,8,1928.6583,430
1928,9,1928.7417,490
1928,10,1928.8250,250
1928,11,1928.9083,335
1928,12,1928.9917,460
1929,1,1929.0750,274
1929,2,1929.1583,368
1929,3,1929.2417,466
1929,4,1929.3250,621
1929,5,1929.4083,432
1929,6,1929.4917,550
1929,7,1929.5750,347
1929,8,1929.6583,486
1929,9,1929.7417,461
1929,10,1929.8250,188
1929,11,1929.9083,421
1929,12,1929.9917,283
1930,1,1930.0750,311
1930,2,1930.1583,380
1930,3,1930.2417,309
1930,4,1930.3250,281
1930,5,1930.4083,231
1930,6,1930.4917,232
1930,7,1930.5750,261
1930,8,1930.6583,367
1930,9,1930.7417,317
1930,10,1930.8250,315
1930,11,1930.9083,370
1930,12,1930.9917,338
1931,1,1931.0750,266
1931,2,1931.1583,331
1931,3,1931.2417,316
1931,4,1931.3250,319
1931,5,1931.4083,437
1931,6,1931.4917,271
1931,7,1931.5750,317
1931,8,1931.6583,514
1931,9,1931.7417,319
1931,10,1931.8250,389
1931,11,1931.9083,596
1931,12,1931.9917,578
1932,1,1932.0750,844
1932,2,1932.1583,542
1932,3,1932.2417,465
1932,4,1932.3250,596
1932,5,1932.4083,464
1932,6,1932.4917,455
1932,7,1932.5750,463
1932,8,1932.6583,420
1932,9,1932.7417,380
1932,10,1932.8250,320
1932,11,1932.9083,324
1932,12,1932.9917,374
1933,1,1933.0750,440
1933,2,1933.1583,437
1933,3,1933.2417,513
1933,4,1933.3250,480
1933,5,1933.4083,365
1933,6,1933.4917,444
1933,7,1933.5750,574
1933,8,1933.6583,584
1933,9,1933.7417,522
1933,10,1933.8250,346
1933,11,1933.9083,285
1933,12,1933.9917,290
1934,1,1934.0750,303
1934,2,1934.1583,393
1934,3,1934.2417,912
1934,4,1934.3250,1199
1934,5,1934.4083,813
1934,6,1934.4917,987
1934,7,1934.5750,520
1934,8,1934.6583,530
1934,9,1934.7417,508
1934,10,1934.8250,329
1934,11,1934.9083,448
1934,12,1934.9917,682
1935,1,1935.0750,435
1935,2,1935.1583,724
1935,3,1935.2417,687
1935,4,1935.3250,615
1935,5,1935.4083,528
1935,6,1935.4917,693
1935,7,1935.5750,580
1935,8,1935.6583,727
1935,9,1935.7417,533
1935,10,1935.8250,394
1935,11,1935.9083,980
1935,12,1935.9917,767
1936,1,1936.0750,992
1936,2,1936.1583,1121
1936,3,1936.2417,785
1936,4,1936.3250,704
1936,5,1936.4083,717
1936,6,1936.4917,474
1936,7,1936.5750,360
1936,8,1936.6583,475
1936,9,1936.7417,484
1936,10,1936.8250,672
1936,11,1936.9083,672
1936,12,1936.9917,434
1937,1,1937.0750,599
1937,2,1937.1583,464
1937,3,1937.2417,331
1937,4,1937.3250,466
1937,5,1937.4083,484
1937,6,1937.4917,467
1937,7,1937.5750,367
1937,8,1937.6583,502
1937,9,1937.7417,438
1937,10,1937.8250,381
1937,11,1937.9083,316
1937,12,1937.9917,225
1938,1,1938.0750,318
1938,2,1938.1583,335
1938,3,1938.2417,435
1938,4,1938.3250,426
1938,5,1938.4083,413
1938,6,1938.4917,635
1938,7,1938.5750,738
1938,8,1938.6583,648
1938,9,1938.7417,681
1938,10,1938.8250,652
1938,11,1938.9083,1044
1938,12,1938.9917,1244
1939,1,1939.0750,1286
1939,2,1939.1583,1120
1939,3,1939.2417,859
1939,4,1939.3250,796
1939,5,1939.4083,610
1939,6,1939.4917,376
1939,7,1939.5750,443
1939,8,1939.6583,292
1939,9,1939.7417,372
1939,10,1939.8250,200
1939,11,1939.9083,254
1939,12,1939.9917,415
1940,1,1940.0750,445
1940,2,1940.1583,402
1940,3,1940.2417,561
1940,4,1940.3250,399
1940,5,1940.4083,461
1940,6,1940.4917,467
1940,7,1940.5750,324
1940,8,1940.6583,340
1940,9,1940.7417,335
1940,10,1940.8250,494
1940,11,1940.9083,705
1940,12,1940.9917,584
1941,1,1941.0750,644
1941,2,1941.1583,695
1941,3,1941.2417,835
1941,4,1941.3250,493
1941,5,1941.4083,858
1941,6,1941.4917,568
1941,7,1941.5750,536
1941,8,1941.6583,598
1941,9,1941.7417,438
1941,10,1941.8250,411
1941,11,1941.9083,715
1941,12,1941.9917,438
1942,1,1942.0750,408
1942,2,1942.1583,310
1942,3,1942.2417,252
1942,4,1942.3250,319
1942,5,1942.4083,407
1942,6,1942.4917,231
1942,7,1942.5750,215
1942,8,1942.6583,344
1942,9,1942.7417,302
1942,10,1942.8250,403
1942,11,1942.9083,443
1942,12,1942.9917,370
1943,1,1943.0750,542
1943,2,1943.1583,416
1943,3,1943.2417,495
1943,4,1943.3250,696
1943,5,1943.4083,747
1943,6,1943.4917,594
1943,7,1943.5750,713
1943,8,1943.6583,537
1943,9,1943.7417,578
1943,10,1943.8250,637
1943,11,1943.9083,566
1943,12,1943.9917,449
1944,1,1944.0750,540
1944,2,1944.1583,478
1944,3,1944.2417,212
1944,4,1944.3250,216
1944,5,1944.4083,138
1944,6,1944.4917,119
1944,7,1944.5750,159
1944,8,1944.6583,164
1944,9,1944.7417,263
1944,10,1944.8250,129
1944,11,1944.9083,192
1944,12,1944.9917,342
1945,1,1945.0750,413
1945,2,1945.1583,289
1945,3,1945.2417,295
1945,4,1945.3250,158
1945,5,1945.4083,126
1945,6,1945.4917,133
1945,7,1945.5750,106
1945,8,1945.6583,158
1945,9,1945.7417,135
1945,10,1945.8250,173
1945,11,1945.9083,134
1945,12,1945.9917,189
1946,1,1946.0750,156
1946,2,1946.1583,159
1946,3,1946.2417,249
1946,4,1946.3250,196
1946,5,1946.4083,276
1946,6,1946.4917,423
1946,7,1946.5750,270
1946,8,1946.6583,274
1946,9,1946.7417,216
1946,10,1946.8250,231
1946,11,1946.9083,395
1946,12,1946.9917,336
1947,1,1947.0750,352
1947,2,1947.1583,357
1947,3,1947.2417,480
1947,4,1947.3250,256
1947,5,1947.4083,472
1947,6,1947.4917,319
1947,7,1947.5750,240
1947,8,1947.6583,288
1947,9,1947.7417,439
1947,10,1947.8250,297
1947,11,1947.9083,373
1947,12,1947.9917,219
1948,1,1948.0750,138
1948,2,1948.1583,107
1948,3,1948.2417,95
1948,4,1948.3250,102
1948,5,1948.4083,77
1948,6,1948.4917,54
1948,7,1948.5750,45
1948,8,1948.6583,54
1948,9,1948.7417,71
1948,10,1948.8250,62
1948,11,1948.9083,93
1948,12,1948.9917,106
1949,1,1949.0750,142
1949,2,1949.1583,108
1949,3,1949.2417,71
1949,4,1949.3250,145
1949,5,1949.4083,97
1949,6,1949.4917,110
1949,7,1949.5750,116
1949,8,1949.6583,109
1949,9,1949.7417,188
1949,10,1949.8250,151
1949,11,1949.9083,203
1949,12,1949.9917,217
1950,1,1950.0750,191
1950,2,1950.1583,296
1950,3,1950.2417,200
1950,4,1950.3250,364
1950,5,1950.4083,300
1950,6,1950.4917,188
1950,7,1950.5750,276
1950,8,1950.6583,214
1950,9,1950.7417,583
1950,10,1950.8250,473
1950,11,1950.9083,566
1950,12,1950.9917,531
1951,1,1951.0750,440
1951,2,1951.1583,332
1951,3,1951.2417,265
1951,4,1951.3250,189
1951,5,1951.4083,235
1951,6,1951.4917,221
1951,7,1951.5750,144
1951,8,1951.6583,153
1951,9,1951.7417,337
1951,10,1951.8250,233
1951,11,1951.9083,240
1951,12,1951.9917,191
1952,1,1952.0750,114
1952,2,1952.1583,129
1952,3,1952.2417,137
1952,4,1952.3250,104
1952,5,1952.4083,121
1952,6,1952.4917,105
1952,7,1952.5750,114
1952,8,1952.6583,154
1952,9,1952.7417,156
1952,10,1952.8250,126
1952,11,1952.9083,198
1952,12,1952.9917,78
1953,1,1953.0750,177
1953,2,1953.1583,115
1953,3,1953.2417,78
1953,4,1953.3250,44
1953,5,1953.4083,87
1953,6,1953.4917,60
1953,7,1953.5750,82
1953,8,1953.6583,158
1953,9,1953.7417,185
1953,10,1953.8250,231
1953,11,1953.9083,168
1953,12,1953.9917,185
1954,1,1954.0750,226
1954,2,1954.1583,214
1954,3,1954.2417,178
1954,4,1954.3250,206
1954,5,1954.4083,192
1954,6,1954.4917,159
1954,7,1954.5750,231
1954,8,1954.6583,430
1954,9,1954.7417,604
1954,10,1954.8250,823
1954,11,1954.9083,1032
1954,12,1954.9917,912
1955,1,1955.0750,905
1955,2,1955.1583,709
1955,3,1955.2417,566
1955,4,1955.3250,496
1955,5,1955.4083,325
1955,6,1955.4917,324
1955,7,1955.5750,241
1955,8,1955.6583,240
1955,9,1955.7417,272
1955,10,1955.8250,285
1955,11,1955.9083,266
1955,12,1955.9917,272
1956,1,1956.0750,201
1956,2,1956.1583,126
1956,3,1956.2417,71
1956,4,1956.3250,90
1956,5,1956.4083,70
1956,6,1956.4917,40
1956,7,1956.5750,54
1956,8,1956.6583,58
1956,9,1956.7417,131
1956,10,1956.8250,115
1956,11,1956.9083,188
1956,12,1956.9917,121
1957,1,1957.0750,186
1957,2,1957.1583,185
1957,3,1957.2417,243
1957,4,1957.3250,85
1957,5,1957.4083,136
1957,6,1957.4917,181
1957,7,1957.5750,150
1957,8,1957.6583,362
1957,9,1957.7417,456
1957,10,1957.8250,155
1957,11,1957.9083,232
1957,12,1957.9917,119
1958,1,1958.0750,167
1958,2,1958.1583,133
1958,3,1958.2417,185
1958,4,1958.3250,104
1958,5,1958.4083,176
1958,6,1958.4917,111
1958,7,1958.5750,84
1958,8,1958.6583,148
1958,9,1958.7417,217
1958,10,1958.8250,232
1958,11,1958.9083,362
1958,12,1958.9917,233
1959,1,1959.0750,425
1959,2,1959.1583,271
1959,3,1959.2417,280
1959,4,1959.3250,188
1959,5,1959.4083,356
1959,6,1959.4917,176
1959,7,1959.5750,158
1959,8,1959.6583,380
1959,9,1959.7417,508
1959,10,1959.8250,477
1959,11,1959.9083,365
1959,12,1959.9917,284
1960,1,1960.0750,279
1960,2,1960.1583,156
1960,3,1960.2417,94
1960,4,1960.3250,107
1960,5,1960.4083,104
1960,6,1960.4917,49
1960,7,1960.5750,66
1960,8,1960.6583,63
1960,9,1960.7417,210
1960,10,1960.8250,174
1960,11,1960.9083,112
1960,12,1960.9917,117
1961,1,1961.0750,78
1961,2,1961.1583,79
1961,3,1961.2417,55
1961,4,1961.3250,71
1961,5,1961.4083,81
1961,6,1961.4917,83
1961,7,1961.5750,87
1961,8,1961.6583,114
1961,9,1961.7417,252
1961,10,1961.8250,241
1961,11,1961.9083,287
1961,12,1961.9917,401
1962,1,1962.0750,260
1962,2,1962.1583,215
1962,3,1962.2417,222
1962,4,1962.3250,121
1962,5,1962.4083,123
1962,6,1962.4917,196
1962,7,1962.5750,155
1962,8,1962.6583,162
1962,9,1962.7417,461
1962,10,1962.8250,288
1962,11,1962.9083,476
1962,12,1962.9917,394
1963,1,1963.0750,277
1963,2,1963.1583,255
1963,3,1963.2417,216
1963,4,1963.3250,71
1963,5,1963.4083,89
1963,6,1963.4917,96
1963,7,1963.5750,58
1963,8,1963.6583,130
1963,9,1963.7417,196
1963,10,1963.8250,138
1963,11,1963.9083,266
1963,12,1963.9917,175
1964,1,1964.0750,194
1964,2,1964.1583,222
1964,3,1964.2417,159
1964,4,1964.3250,154
1964,5,1964.4083,229
1964,6,1964.4917,100
1964,7,1964.5750,98
1964,8,1964.6583,121
1964,9,1964.7417,118
1964,10,1964.8250,201
1964,11,1964.9083,120
1964,12,1964.9917,175
1965,1,1965.0750,133
1965,2,1965.1583,69
1965,3,1965.2417,64
1965,4,1965.3250,68
1965,5,1965.4083,81
1965,6,1965.4917,56
1965,7,1965.5750,39
1965,8,1965.6583,46
1965,9,1965.7417,45
1965,10,1965.8250,52
1965,11,1965.9083,73
1965,12,1965.9917,69
1966,1,1966.0750,90
1966,2,1966.1583,95
1966,3,1966.2417,73
1966,4,1966.3250,56
1966,5,1966.4083,51
1966,6,1966.4917,57
1966,7,1966.5750,88
1966,8,1966.6583,158
1966,9,1966.7417,198
1966,10,1966.8250,344
1966,11,1966.9083,328
1966,12,1966.9917,466
1967,1,1967.0750,309
1967,2,1967.1583,298
1967,3,1967.2417,155
1967,4,1967.3250,101
1967,5,1967.4083,108
1967,6,1967.4917,84
1967,7,1967.5750,57
1967,8,1967.6583,86
1967,9,1967.7417,121
1967,10,1967.8250,94
1967,11,1967.9083,50
1967,12,1967.9917,94
1968,1,1968.0750,38
1968,2,1968.1583,38
1968,3,1968.2417,29
1968,4,1968.3250,23
1968,5,1968.4083,44
1968,6,1968.4917,24
1968,7,1968.5750,18
1968,8,1968.6583,46
1968,9,1968.7417,39
1968,10,1968.8250,40
1968,11,1968.9083,57
1968,12,1968.9917,25
1969,1,1969.0750,37
1969,2,1969.1583,26
1969,3,1969.2417,21
1969,4,1969.3250,23
1969,5,1969.4083,21
1969,6,1969.4917,37
1969,7,1969.5750,15
1969,8,1969.6583,22
1969,9,1969.7417,47
1969,10,1969.8250,41
1969,11,1969.9083,58
1969,12,1969.9917,39
1970,1,1970.0750,76
1970,2,1970.1583,30
1970,3,1970.2417,23
1970,4,1970.3250,24
1970,5,1970.4083,42
1970,6,1970.4917,44
1970,7,1970.5750,22
1970,8,1970.6583,64
1970,9,1970.7417,83
1970,10,1970.8250,131
1970,11,1970.9083,100
1970,12,1970.9917,79
1971,1,1971.0750,87
1971,2,1971.1583,50
1971,3,1971.2417,52
1971,4,1971.3250,44
1971,5,1971.4083,64
1971,6,1971.4917,49
1971,7,1971.5750,31
1971,8,1971.6583,36
1971,9,1971.7417,58
1971,10,1971.8250,49
1971,11,1971.9083,62
1971,12,1971.9917,70
1972,1,1972.0750,37
1972,2,1972.1583,27
1972,3,1972.2417,33
1972,4,1972.3250,43
1972,5,1972.4083,12
1972,6,1972.4917,20
1972,7,1972.5750,6
1972,8,1972.6583,21
1972,9,1972.7417,55
1972,10,1972.8250,28
1972,11,1972.9083,30
1972,12,1972.9917,33
1973,1,1973.0750,25
1973,2,1973.1583,29
1973,3,1973.2417,12
1973,4,1973.3250,21
1973,5,1973.4083,10
1973,6,1973.4917,19
1973,7,1973.5750,21
1973,8,1973.6583,29
1973,9,1973.7417,65
1973,10,1973.8250,57
1973,11,1973.9083,51
1973,12,1973.9917,68
1974,1,1974.0750,83
1974,2,1974.1583,58
1974,3,1974.2417,57
1974,4,1974.3250,38
1974,5,1974.4083,46
1974,6,1974.4917,38
1974,7,1974.5750,12
1974,8,1974.6583,39
1974,9,1974.7417,77
1974,10,1974.8250,106
1974,11,1974.9083,153
1974,12,1974.9917,34
1975,1,1975.0750,55
1975,2,1975.1583,63
1975,3,1975.2417,107
1975,4,1975.3250,45
1975,5,1975.4083,50
1975,6,1975.4917,47
1975,7,1975.5750,45
1975,8,1975.6583,113
1975,9,1975.7417,176
1975,10,1975.8250,170
1975,11,1975.9083,463
1975,12,1975.9917,522
1976,1,1976.0750,331
1976,2,1976.1583,218
1976,3,1976.2417,206
1976,4,1976.3250,79
1976,5,1976.4083,62
1976,6,1976.4917,55
1976,7,1976.5750,64
1976,8,1976.6583,45
1976,9,1976.7417,69
1976,10,1976.8250,130
1976,11,1976.9083,107
1976,12,1976.9917,126
1977,1,1977.0750,120
1977,2,1977.1583,94
1977,3,1977.2417,51
1977,4,1977.3250,55
1977,5,1977.4083,39
1977,6,1977.4917,29
1977,7,1977.5750,34
1977,8,1977.6583,73
1977,9,1977.7417,128
1977,10,1977.8250,110
1977,11,1977.9083,200
1977,12,1977.9917,205
1978,1,1978.0750,0
1978,2,1978.1583,0
1978,3,1978.2417,0
1978,4,1978.3250,0
1978,5,1978.4083,0
1978,6,1978.4917,0
1978,7,1978.5750,0
1978,8,1978.6583,0
1978,9,1978.7417,0
1978,10,1978.8250,0
1978,11,1978.9083,0
1978,12,1978.9917,0
1979,1,1979.0750,0
1979,2,1979.1583,0
1979,3,1979.2417,0
1979,4,1979.3250,0
1979,5,1979.4083,0
1979,6,1979.4917,0
1979,7,1979.5750,0
1979,8,1979.6583,0
1979,9,1979.7417,0
1979,10,1979.8250,0
1979,11,1979.9083,0
1979,12,1979.9917,0
1980,1,1980.0750,0
1980,2,1980.1583,0
1980,3,1980.2417,0
1980,4,1980.3250,0
1980,5,1980.4083,0
1980,6,1980.4917,0
1980,7,1980.5750,0
1980,8,1980.6583,0
1980,9,1980.7417,0
1980,10,1980.8250,0
1980,11,1980.9083,0
1980,12,1980.9917,0
1981,1,1981.0750,0
1981,2,1981.1583,0
1981,3,1981.2417,0
1981,4,1981.3250,0
1981,5,1981.4083,0
1981,6,1981.4917,0
1981,7,1981.5750,0
1981,8,1981.6583,0
1981,9,1981.7417,0
1981,10,1981.8250,0
1981,11,1981.9083,0
1981,12,1981.9917,0
1982,1,1982.0750,112
1982,2,1982.1583,112
1982,3,1982.2417,81
1982,4,1982.3250,64
1982,5,1982.4083,54
1982,6,1982.4917,59
1982,7,1982.5750,78
1982,8,1982.6583,123
1982,9,1982.7417,146
1982,10,1982.8250,191
1982,11,1982.9083,245
1982,12,1982.9917,233
1983,1,1983.0750,177
1983,2,1983.1583,141
1983,3,1983.2417,77
1983,4,1983.3250,96
1983,5,1983.4083,101
1983,6,1983.4917,75
1983,7,1983.5750,116
1983,8,1983.6583,175
1983,9,1983.7417,174
1983,10,1983.8250,165
1983,11,1983.9083,122
1983,12,1983.9917,138
1984,1,1984.0750,68
1984,2,1984.1583,86
1984,3,1984.2417,105
1984,4,1984.3250,41
1984,5,1984.4083,70
1984,6,1984.4917,49
1984,7,1984.5750,20
1984,8,1984.6583,46
1984,9,1984.7417,86
1984,10,1984.8250,70
1984,11,1984.9083,108
1984,12,1984.9917,154
1985,1,1985.0750,76
1985,2,1985.1583,97
1985,3,1985.2417,73
1985,4,1985.3250,83
1985,5,1985.4083,72
1985,6,1985.4917,113
1985,7,1985.5750,109
1985,8,1985.6583,164
1985,9,1985.7417,176
1985,10,1985.8250,145
1985,11,1985.9083,168
1985,12,1985.9917,164
1986,1,1986.0750,143
1986,2,1986.1583,139
1986,3,1986.2417,76
1986,4,1986.3250,55
1986,5,1986.4083,60
1986,6,1986.4917,56
1986,7,1986.5750,51
1986,8,1986.6583,102
1986,9,1986.7417,126
1986,10,1986.8250,115
1986,11,1986.9083,153
1986,12,1986.9917,70
1987,1,1987.0750,78
1987,2,1987.1583,65
1987,3,1987.2417,64
1987,4,1987.3250,18
1987,5,1987.4083,52
1987,6,1987.4917,34
1987,7,1987.5750,53
1987,8,1987.6583,80
1987,9,1987.7417,54
1987,10,1987.8250,102
1987,11,1987.9083,71
1987,12,1987.9917,62
1988,1,1988.0750,47
1988,2,1988.1583,38
1988,3,1988.2417,27
1988,4,1988.3250,27
