# Weekly rubella cases in Ontario Canada; 1924-89,,,,
# This data file is available online from the International Infectious Disease Data Archive (IIDDA) at http://iidda.mcmaster.ca,,,,
# Please acknowledge IIDDA in any publication or presentation in which data downloaded from IIDDA are used.,,,,
# The first publication that made use of this data file was: C. T. Bauch and D. J. D. Earn (2003) 'Transients and Attractors in Epidemics' Proceedings of the Royal Society of London Series B 270:1573-1578,,,,
# See the IIDDA website for a list of all papers that have used this data file.,,,,
year,month,day,numdate,cases
1933,9,2,1933.6712,1
1933,9,9,1933.6904,0
1933,9,16,1933.7096,2
1933,9,23,1933.7288,2
1933,9,30,1933.7479,1
1933,10,7,1933.7671,2
1933,10,14,1933.7863,0
1933,10,21,1933.8055,0
1933,10,28,1933.8247,0
1933,11,4,1933.8438,6
1933,11,11,1933.8630,4
1933,11,18,1933.8822,1
1933,11,25,1933.9014,3
1933,12,2,1933.9205,1
1933,12,9,1933.9397,3
1933,12,16,1933.9589,3
1933,12,23,1933.9781,0
1933,12,30,1933.9973,0
1934,1,6,1934.0164,1
1934,1,13,1934.0356,4
1934,1,20,1934.0548,5
1934,1,27,1934.0740,2
1934,2,3,1934.0932,3
1934,2,10,1934.1123,3
1934,2,17,1934.1315,3
1934,2,24,1934.1507,8
1934,3,3,1934.1699,5
1934,3,10,1934.1890,1
1934,3,17,1934.2082,6
1934,3,24,1934.2274,8
1934,3,31,1934.2466,4
1934,4,7,1934.2658,2
1934,4,14,1934.2849,3
1934,4,21,1934.3041,3
1934,4,28,1934.3233,2
1934,5,5,1934.3425,2
1934,5,12,1934.3616,11
1934,5,19,1934.3808,1
1934,5,26,1934.4000,2
1934,6,2,1934.4192,1
1934,6,9,1934.4384,6
1934,6,16,1934.4575,1
1934,6,23,1934.4767,2
1934,6,30,1934.4959,0
1934,7,7,1934.5151,1
1934,7,14,1934.5342,3
1934,7,21,1934.5534,0
1934,7,28,1934.5726,3
1934,8,4,1934.5918,1
1934,8,11,1934.6110,4
1934,8,18,1934.6301,1
1934,8,25,1934.6493,1
1934,9,1,1934.6685,0
1934,9,8,1934.6877,0
1934,9,15,1934.7068,2
1934,9,22,1934.7260,4
1934,9,29,1934.7452,5
1934,10,6,1934.7644,3
1934,10,13,1934.7836,4
1934,10,20,1934.8027,1
1934,10,27,1934.8219,46
1934,11,3,1934.8411,13
1934,11,10,1934.8603,1
1934,11,17,1934.8795,49
1934,11,24,1934.8986,14
1934,12,1,1934.9178,14
1934,12,8,1934.9370,22
1934,12,15,1934.9562,26
1934,12,22,1934.9753,37
1934,12,29,1934.9945,6
1935,1,5,1935.0137,33
1935,1,12,1935.0329,78
1935,1,19,1935.0521,77
1935,1,26,1935.0712,104
1935,2,2,1935.0904,136
1935,2,9,1935.1096,191
1935,2,16,1935.1288,370
1935,2,23,1935.1479,524
1935,3,2,1935.1671,672
1935,3,9,1935.1863,887
1935,3,16,1935.2055,924
1935,3,23,1935.2247,712
1935,3,30,1935.2438,1297
1935,4,6,1935.2630,851
1935,4,13,1935.2822,745
1935,4,20,1935.3014,691
1935,4,27,1935.3205,855
1935,5,4,1935.3397,614
1935,5,11,1935.3589,850
1935,5,18,1935.3781,806
1935,5,25,1935.3973,1118
1935,6,1,1935.4164,908
1935,6,8,1935.4356,1465
1935,6,15,1935.4548,1341
1935,6,22,1935.4740,1062
1935,6,29,1935.4932,938
1935,7,6,1935.5123,659
1935,7,13,1935.5315,229
1935,7,20,1935.5507,101
1935,7,27,1935.5699,123
1935,8,3,1935.5890,75
1935,8,10,1935.6082,33
1935,8,17,1935.6274,15
1935,8,24,1935.6466,10
1935,8,31,1935.6658,7
1935,9,7,1935.6849,7
1935,9,14,1935.7041,2
1935,9,21,1935.7233,8
1935,9,28,1935.7425,13
1935,10,5,1935.7616,17
1935,10,12,1935.7808,11
1935,10,19,1935.8000,21
1935,10,26,1935.8192,38
1935,11,2,1935.8384,54
1935,11,9,1935.8575,33
1935,11,16,1935.8767,85
1935,11,23,1935.8959,83
1935,11,30,1935.9151,136
1935,12,7,1935.9342,40
1935,12,14,1935.9534,147
1935,12,21,1935.9726,216
1935,12,28,1935.9918,215
1936,1,4,1936.0110,191
1936,1,11,1936.0301,400
1936,1,18,1936.0493,638
1936,1,25,1936.0685,369
1936,2,1,1936.0877,517
1936,2,8,1936.1068,663
1936,2,15,1936.1260,935
1936,2,22,1936.1452,1140
1936,2,29,1936.1644,1258
1936,3,7,1936.1836,2163
1936,3,14,1936.2027,2542
1936,3,21,1936.2219,2795
1936,3,28,1936.2411,2646
1936,4,4,1936.2603,1865
1936,4,11,1936.2795,1549
1936,4,18,1936.2986,812
1936,4,25,1936.3178,1407
1936,5,2,1936.3370,1637
1936,5,9,1936.3562,1294
1936,5,16,1936.3753,1221
1936,5,23,1936.3945,631
1936,5,30,1936.4137,683
1936,6,6,1936.4329,489
1936,6,13,1936.4521,392
1936,6,20,1936.4712,331
1936,6,27,1936.4904,230
1936,7,4,1936.5096,164
1936,7,11,1936.5288,40
1936,7,18,1936.5479,140
1936,7,25,1936.5671,28
1936,8,1,1936.5863,17
1936,8,8,1936.6055,8
1936,8,15,1936.6247,6
1936,8,22,1936.6438,1
1936,8,29,1936.6630,3
1936,9,5,1936.6822,25
1936,9,12,1936.7014,9
1936,9,19,1936.7205,10
1936,9,26,1936.7397,2
1936,10,3,1936.7589,7
1936,10,10,1936.7781,8
1936,10,17,1936.7973,5
1936,10,24,1936.8164,8
1936,10,31,1936.8356,8
1936,11,7,1936.8548,12
1936,11,14,1936.8740,7
1936,11,21,1936.8932,5
1936,11,28,1936.9123,9
1936,12,5,1936.9315,11
1936,12,12,1936.9507,12
1936,12,19,1936.9699,4
1936,12,26,1936.9890,4
1937,1,2,1937.0055,7
1937,1,9,1937.0247,35
1937,1,16,1937.0438,44
1937,1,23,1937.0630,26
1937,1,30,1937.0822,15
1937,2,6,1937.1014,27
1937,2,13,1937.1205,19
1937,2,20,1937.1397,43
1937,2,27,1937.1589,46
1937,3,6,1937.1781,49
1937,3,13,1937.1973,15
1937,3,20,1937.2164,31
1937,3,27,1937.2356,18
1937,4,3,1937.2548,22
1937,4,10,1937.2740,10
1937,4,17,1937.2932,19
1937,4,24,1937.3123,28
1937,5,1,1937.3315,57
1937,5,8,1937.3507,36
1937,5,15,1937.3699,26
1937,5,22,1937.3890,14
1937,5,29,1937.4082,19
1937,6,5,1937.4274,58
1937,6,12,1937.4466,30
1937,6,19,1937.4658,29
1937,6,26,1937.4849,8
1937,7,3,1937.5041,14
1937,7,10,1937.5233,10
1937,7,17,1937.5425,10
1937,7,24,1937.5616,15
1937,7,31,1937.5808,6
1937,8,7,1937.6000,1
1937,8,14,1937.6192,1
1937,8,21,1937.6384,6
1937,8,28,1937.6575,7
1937,9,4,1937.6767,6
1937,9,11,1937.6959,6
1937,9,18,1937.7151,3
1937,9,25,1937.7342,2
1937,10,2,1937.7534,21
1937,10,9,1937.7726,8
1937,10,16,1937.7918,0
1937,10,23,1937.8110,24
1937,10,30,1937.8301,1
1937,11,6,1937.8493,1
1937,11,13,1937.8685,5
1937,11,20,1937.8877,7
1937,11,27,1937.9068,11
1937,12,4,1937.9260,5
1937,12,11,1937.9452,6
1937,12,18,1937.9644,6
1937,12,25,1937.9836,0
1938,1,1,1938.0027,8
1938,1,8,1938.0219,7
1938,1,15,1938.0411,15
1938,1,22,1938.0603,10
1938,1,29,1938.0795,13
1938,2,5,1938.0986,5
1938,2,12,1938.1178,23
1938,2,19,1938.1370,7
1938,2,26,1938.1562,32
1938,3,5,1938.1753,14
1938,3,12,1938.1945,19
1938,3,19,1938.2137,21
1938,3,26,1938.2329,13
1938,4,2,1938.2521,27
1938,4,9,1938.2712,69
1938,4,16,1938.2904,19
1938,4,23,1938.3096,20
1938,4,30,1938.3288,26
1938,5,7,1938.3479,15
1938,5,14,1938.3671,22
1938,5,21,1938.3863,27
1938,5,28,1938.4055,17
1938,6,4,1938.4247,11
1938,6,11,1938.4438,30
1938,6,18,1938.4630,20
1938,6,25,1938.4822,13
1938,7,2,1938.5014,13
1938,7,9,1938.5205,18
1938,7,16,1938.5397,24
1938,7,23,1938.5589,12
1938,7,30,1938.5781,3
1938,8,6,1938.5973,7
1938,8,13,1938.6164,2
1938,8,20,1938.6356,8
1938,8,27,1938.6548,4
1938,9,3,1938.6740,1
1938,9,10,1938.6932,7
1938,9,17,1938.7123,4
1938,9,24,1938.7315,6
1938,10,1,1938.7507,3
1938,10,8,1938.7699,6
1938,10,15,1938.7890,3
1938,10,22,1938.8082,17
1938,10,29,1938.8274,11
1938,11,5,1938.8466,21
1938,11,12,1938.8658,17
1938,11,19,1938.8849,14
1938,11,26,1938.9041,25
1938,12,3,1938.9233,25
1938,12,10,1938.9425,18
1938,12,17,1938.9616,28
1938,12,24,1938.9808,53
1938,12,31,1939.0000,14
1939,1,7,1939.0192,17
1939,1,14,1939.0384,18
1939,1,21,1939.0575,22
1939,1,28,1939.0767,28
1939,2,4,1939.0959,25
1939,2,11,1939.1151,29
1939,2,18,1939.1342,44
1939,2,25,1939.1534,28
1939,3,4,1939.1726,40
1939,3,11,1939.1918,32
1939,3,18,1939.2110,59
1939,3,25,1939.2301,20
1939,4,1,1939.2493,24
1939,4,8,1939.2685,14
1939,4,15,1939.2877,16
1939,4,22,1939.3068,26
1939,4,29,1939.3260,13
1939,5,6,1939.3452,14
1939,5,13,1939.3644,53
1939,5,20,1939.3836,47
1939,5,27,1939.4027,25
1939,6,3,1939.4219,26
1939,6,10,1939.4411,72
1939,6,17,1939.4603,125
1939,6,24,1939.4795,61
1939,7,1,1939.4986,31
1939,7,8,1939.5178,53
1939,7,15,1939.5370,3
1939,7,22,1939.5562,31
1939,7,29,1939.5753,0
1939,8,5,1939.5945,4
1939,8,12,1939.6137,1
1939,8,19,1939.6329,6
1939,8,26,1939.6521,17
1939,9,2,1939.6712,1
1939,9,9,1939.6904,19
1939,9,16,1939.7096,2
1939,9,23,1939.7288,4
1939,9,30,1939.7479,3
1939,10,7,1939.7671,1
1939,10,14,1939.7863,10
1939,10,21,1939.8055,7
1939,10,28,1939.8247,4
1939,11,4,1939.8438,20
1939,11,11,1939.8630,5
1939,11,18,1939.8822,3
1939,11,25,1939.9014,4
1939,12,2,1939.9205,11
1939,12,9,1939.9397,7
1939,12,16,1939.9589,4
1939,12,23,1939.9781,16
1939,12,30,1939.9973,15
1940,1,6,1940.0164,17
1940,1,13,1940.0356,20
1940,1,20,1940.0548,19
1940,1,27,1940.0740,12
1940,2,3,1940.0932,19
1940,2,10,1940.1123,17
1940,2,17,1940.1315,17
1940,2,24,1940.1507,12
1940,3,2,1940.1699,20
1940,3,9,1940.1890,110
1940,3,16,1940.2082,27
1940,3,23,1940.2274,10
1940,3,30,1940.2466,12
1940,4,6,1940.2658,16
1940,4,13,1940.2849,21
1940,4,20,1940.3041,52
1940,4,27,1940.3233,21
1940,5,4,1940.3425,16
1940,5,11,1940.3616,32
1940,5,18,1940.3808,78
1940,5,25,1940.4000,20
1940,6,1,1940.4192,33
1940,6,8,1940.4384,10
1940,6,15,1940.4575,19
1940,6,22,1940.4767,25
1940,6,29,1940.4959,6
1940,7,6,1940.5151,8
1940,7,13,1940.5342,6
1940,7,20,1940.5534,11
1940,7,27,1940.5726,18
1940,8,3,1940.5918,5
1940,8,10,1940.6110,7
1940,8,17,1940.6301,4
1940,8,24,1940.6493,5
1940,8,31,1940.6685,11
1940,9,7,1940.6877,1
1940,9,14,1940.7068,9
1940,9,21,1940.7260,9
1940,9,28,1940.7452,6
1940,10,5,1940.7644,7
1940,10,12,1940.7836,2
1940,10,19,1940.8027,1
1940,10,26,1940.8219,7
1940,11,2,1940.8411,30
1940,11,9,1940.8603,31
1940,11,16,1940.8795,13
1940,11,23,1940.8986,251
1940,11,30,1940.9178,132
1940,12,7,1940.9370,207
1940,12,14,1940.9562,211
1940,12,21,1940.9753,176
1940,12,28,1940.9945,244
1941,1,7,1941.0192,208
1941,1,11,1941.0301,545
1941,1,18,1941.0493,812
1941,1,25,1941.0685,789
1941,2,1,1941.0877,1054
1941,2,8,1941.1068,1059
1941,2,15,1941.1260,1694
1941,2,22,1941.1452,1611
1941,3,1,1941.1644,1768
1941,3,8,1941.1836,2120
1941,3,15,1941.2027,1970
1941,3,22,1941.2219,2491
