# Rubella cases in Ontario Canada; 1929-89,,,
# This data file is available online from the International Infectious Disease Data Archive (IIDDA) at http://iidda.mcmaster.ca,,,
# Please acknowledge IIDDA in any publication or presentation in which data downloaded from IIDDA are used.,,,
# The first publication that made use of this data file was: C. T. Bauch and D. J. D. Earn (2003) 'Transients and Attractors in Epidemics' Proceedings of the Royal Society of London Series B 270:1573-1578,,,
# See the IIDDA website for a list of all papers that have used this data file.,,,
# year,month,numdate,cases
1941,4,1941.3250,6100
1941,5,1941.4083,4252
1941,6,1941.4917,1187
1941,7,1941.5750,219
1941,8,1941.6583,118
1941,9,1941.7417,35
1941,10,1941.8250,47
1941,11,1941.9083,66
1941,12,1941.9917,59
1942,1,1942.0750,138
1942,2,1942.1583,228
1942,3,1942.2417,329
1942,4,1942.3250,219
1942,5,1942.4083,278
1942,6,1942.4917,168
1942,7,1942.5750,68
1942,8,1942.6583,34
1942,9,1942.7417,20
1942,10,1942.8250,33
1942,11,1942.9083,42
1942,12,1942.9917,34
1943,1,1943.0750,61
1943,2,1943.1583,73
1943,3,1943.2417,125
1943,4,1943.3250,376
1943,5,1943.4083,663
1943,6,1943.4917,519
1943,7,1943.5750,173
1943,8,1943.6583,34
1943,9,1943.7417,20
1943,10,1943.8250,39
1943,11,1943.9083,49
1943,12,1943.9917,46
1944,1,1944.0750,71
1944,2,1944.1583,130
1944,3,1944.2417,200
1944,4,1944.3250,583
1944,5,1944.4083,496
1944,6,1944.4917,281
1944,7,1944.5750,146
1944,8,1944.6583,52
1944,9,1944.7417,25
1944,10,1944.8250,23
1944,11,1944.9083,42
1944,12,1944.9917,59
1945,1,1945.0750,58
1945,2,1945.1583,52
1945,3,1945.2417,86
1945,4,1945.3250,94
1945,5,1945.4083,133
1945,6,1945.4917,366
1945,7,1945.5750,84
1945,8,1945.6583,23
1945,9,1945.7417,26
1945,10,1945.8250,43
1945,11,1945.9083,46
1945,12,1945.9917,97
1946,1,1946.0750,110
1946,2,1946.1583,133
1946,3,1946.2417,350
1946,4,1946.3250,183
1946,5,1946.4083,138
1946,6,1946.4917,128
1946,7,1946.5750,49
1946,8,1946.6583,17
1946,9,1946.7417,22
1946,10,1946.8250,23
1946,11,1946.9083,56
1946,12,1946.9917,35
1947,1,1947.0750,99
1947,2,1947.1583,188
1947,3,1947.2417,320
1947,4,1947.3250,178
1947,5,1947.4083,248
1947,6,1947.4917,127
1947,7,1947.5750,41
1947,8,1947.6583,60
1947,9,1947.7417,26
1947,10,1947.8250,35
1947,11,1947.9083,70
1947,12,1947.9917,48
1948,1,1948.0750,155
1948,2,1948.1583,125
1948,3,1948.2417,92
1948,4,1948.3250,100
1948,5,1948.4083,73
1948,6,1948.4917,54
1948,7,1948.5750,26
1948,8,1948.6583,22
1948,9,1948.7417,26
1948,10,1948.8250,55
1948,11,1948.9083,32
1948,12,1948.9917,66
1949,1,1949.0750,81
1949,2,1949.1583,85
1949,3,1949.2417,207
1949,4,1949.3250,305
1949,5,1949.4083,203
1949,6,1949.4917,227
1949,7,1949.5750,52
1949,8,1949.6583,27
1949,9,1949.7417,21
1949,10,1949.8250,43
1949,11,1949.9083,58
1949,12,1949.9917,229
1950,1,1950.0750,416
1950,2,1950.1583,1095
1950,3,1950.2417,2527
1950,4,1950.3250,5015
1950,5,1950.4083,5524
1950,6,1950.4917,4749
1950,7,1950.5750,1000
1950,8,1950.6583,165
1950,9,1950.7417,208
1950,10,1950.8250,186
1950,11,1950.9083,179
1950,12,1950.9917,290
1951,1,1951.0750,587
1951,2,1951.1583,890
1951,3,1951.2417,892
1951,4,1951.3250,835
1951,5,1951.4083,829
1951,6,1951.4917,922
1951,7,1951.5750,187
1951,8,1951.6583,75
1951,9,1951.7417,61
1951,10,1951.8250,60
1951,11,1951.9083,69
1951,12,1951.9917,148
1952,1,1952.0750,420
1952,2,1952.1583,532
1952,3,1952.2417,868
1952,4,1952.3250,769
1952,5,1952.4083,1046
1952,6,1952.4917,723
1952,7,1952.5750,199
1952,8,1952.6583,19
1952,9,1952.7417,43
1952,10,1952.8250,46
1952,11,1952.9083,110
1952,12,1952.9917,105
1953,1,1953.0750,138
1953,2,1953.1583,217
1953,3,1953.2417,596
1953,4,1953.3250,407
1953,5,1953.4083,704
1953,6,1953.4917,255
1953,7,1953.5750,125
1953,8,1953.6583,31
1953,9,1953.7417,45
1953,10,1953.8250,61
1953,11,1953.9083,44
1953,12,1953.9917,54
1954,1,1954.0750,84
1954,2,1954.1583,156
1954,3,1954.2417,119
1954,4,1954.3250,139
1954,5,1954.4083,203
1954,6,1954.4917,272
1954,7,1954.5750,110
1954,8,1954.6583,47
1954,9,1954.7417,39
1954,10,1954.8250,88
1954,11,1954.9083,62
1954,12,1954.9917,194
1955,1,1955.0750,709
1955,2,1955.1583,1724
1955,3,1955.2417,3315
1955,4,1955.3250,3859
1955,5,1955.4083,2941
1955,6,1955.4917,2321
1955,7,1955.5750,476
1955,8,1955.6583,95
1955,9,1955.7417,71
1955,10,1955.8250,130
1955,11,1955.9083,168
1955,12,1955.9917,314
1956,1,1956.0750,742
1956,2,1956.1583,1216
1956,3,1956.2417,2254
1956,4,1956.3250,4028
1956,5,1956.4083,3790
1956,6,1956.4917,3011
1956,7,1956.5750,279
1956,8,1956.6583,116
1956,9,1956.7417,181
1956,10,1956.8250,119
1956,11,1956.9083,168
1956,12,1956.9917,139
1957,1,1957.0750,213
1957,2,1957.1583,193
1957,3,1957.2417,335
1957,4,1957.3250,245
1957,5,1957.4083,326
1957,6,1957.4917,342
1957,7,1957.5750,142
1957,8,1957.6583,95
1957,9,1957.7417,76
1957,10,1957.8250,53
1957,11,1957.9083,35
1957,12,1957.9917,54
1958,1,1958.0750,56
1958,2,1958.1583,168
1958,3,1958.2417,389
1958,4,1958.3250,368
1958,5,1958.4083,908
1958,6,1958.4917,964
1958,7,1958.5750,117
1958,8,1958.6583,44
1958,9,1958.7417,56
1958,10,1958.8250,66
1958,11,1958.9083,133
1958,12,1958.9917,138
1959,1,1959.0750,298
1959,2,1959.1583,340
1959,3,1959.2417,382
1959,4,1959.3250,329
1959,5,1959.4083,678
1959,6,1959.4917,542
1959,7,1959.5750,132
1959,8,1959.6583,73
1959,9,1959.7417,41
1959,10,1959.8250,35
1959,11,1959.9083,75
1959,12,1959.9917,95
1960,1,1960.0750,241
1960,2,1960.1583,327
1960,3,1960.2417,449
1960,4,1960.3250,640
1960,5,1960.4083,718
1960,6,1960.4917,720
1960,7,1960.5750,168
1960,8,1960.6583,47
1960,9,1960.7417,44
1960,10,1960.8250,72
1960,11,1960.9083,58
1960,12,1960.9917,131
1961,1,1961.0750,197
1961,2,1961.1583,321
1961,3,1961.2417,635
1961,4,1961.3250,742
1961,5,1961.4083,1012
1961,6,1961.4917,935
1961,7,1961.5750,424
1961,8,1961.6583,105
1961,9,1961.7417,166
1961,10,1961.8250,81
1961,11,1961.9083,100
1961,12,1961.9917,173
1962,1,1962.0750,410
1962,2,1962.1583,488
1962,3,1962.2417,1398
1962,4,1962.3250,653
1962,5,1962.4083,1299
1962,6,1962.4917,1643
1962,7,1962.5750,469
1962,8,1962.6583,105
1962,9,1962.7417,171
1962,10,1962.8250,113
1962,11,1962.9083,165
1962,12,1962.9917,316
1963,1,1963.0750,383
1963,2,1963.1583,642
1963,3,1963.2417,947
1963,4,1963.3250,601
1963,5,1963.4083,585
1963,6,1963.4917,1090
1963,7,1963.5750,223
1963,8,1963.6583,110
1963,9,1963.7417,94
1963,10,1963.8250,161
1963,11,1963.9083,283
1963,12,1963.9917,377
1964,1,1964.0750,677
1964,2,1964.1583,1271
1964,3,1964.2417,1490
1964,4,1964.3250,1839
1964,5,1964.4083,2825
1964,6,1964.4917,1782
1964,7,1964.5750,574
1964,8,1964.6583,107
1964,9,1964.7417,77
1964,10,1964.8250,139
1964,11,1964.9083,225
1964,12,1964.9917,270
1965,1,1965.0750,473
1965,2,1965.1583,915
1965,3,1965.2417,1560
1965,4,1965.3250,1993
1965,5,1965.4083,1941
1965,6,1965.4917,1316
1965,7,1965.5750,522
1965,8,1965.6583,64
1965,9,1965.7417,95
1965,10,1965.8250,133
1965,11,1965.9083,144
1965,12,1965.9917,211
1966,1,1966.0750,517
1966,2,1966.1583,816
1966,3,1966.2417,1051
1966,4,1966.3250,1255
1966,5,1966.4083,1161
1966,6,1966.4917,1201
1966,7,1966.5750,363
1966,8,1966.6583,55
1966,9,1966.7417,61
1966,10,1966.8250,126
1966,11,1966.9083,141
1966,12,1966.9917,289
1967,1,1967.0750,337
1967,2,1967.1583,450
1967,3,1967.2417,491
1967,4,1967.3250,511
1967,5,1967.4083,613
1967,6,1967.4917,641
1967,7,1967.5750,280
1967,8,1967.6583,50
1967,9,1967.7417,65
1967,10,1967.8250,83
1967,11,1967.9083,92
1967,12,1967.9917,150
1968,1,1968.0750,183
1968,2,1968.1583,370
1968,3,1968.2417,563
1968,4,1968.3250,690
1968,5,1968.4083,635
1968,6,1968.4917,983
1968,7,1968.5750,225
1968,8,1968.6583,105
1968,9,1968.7417,49
1968,10,1968.8250,70
1968,11,1968.9083,221
1968,12,1968.9917,200
1969,1,1969.0750,151
1969,2,1969.1583,444
1969,3,1969.2417,550
1969,4,1969.3250,974
1969,5,1969.4083,1294
1969,6,1969.4917,975
1969,7,1969.5750,533
1969,8,1969.6583,73
1969,9,1969.7417,56
1969,10,1969.8250,59
1969,11,1969.9083,202
1969,12,1969.9917,245
1970,1,1970.0750,183
1970,2,1970.1583,370
1970,3,1970.2417,563
1970,4,1970.3250,690
1970,5,1970.4083,635
1970,6,1970.4917,983
1970,7,1970.5750,225
1970,8,1970.6583,105
1970,9,1970.7417,49
1970,10,1970.8250,70
1970,11,1970.9083,221
1970,12,1970.9917,200
1971,1,1971.0750,145
1971,2,1971.1583,118
1971,3,1971.2417,239
1971,4,1971.3250,247
1971,5,1971.4083,208
1971,6,1971.4917,116
1971,7,1971.5750,213
1971,8,1971.6583,24
1971,9,1971.7417,28
1971,10,1971.8250,62
1971,11,1971.9083,46
1971,12,1971.9917,65
1972,1,1972.0750,56
1972,2,1972.1583,81
1972,3,1972.2417,63
1972,4,1972.3250,95
1972,5,1972.4083,79
1972,6,1972.4917,63
1972,7,1972.5750,44
1972,8,1972.6583,23
1972,9,1972.7417,40
1972,10,1972.8250,28
1972,11,1972.9083,42
1972,12,1972.9917,61
1973,1,1973.0750,46
1973,2,1973.1583,50
1973,3,1973.2417,52
1973,4,1973.3250,74
1973,5,1973.4083,64
1973,6,1973.4917,73
1973,7,1973.5750,40
1973,8,1973.6583,25
1973,9,1973.7417,35
1973,10,1973.8250,44
1973,11,1973.9083,45
1973,12,1973.9917,56
1974,1,1974.0750,86
1974,2,1974.1583,120
1974,3,1974.2417,269
1974,4,1974.3250,436
1974,5,1974.4083,552
1974,6,1974.4917,632
1974,7,1974.5750,171
1974,8,1974.6583,40
1974,9,1974.7417,37
1974,10,1974.8250,68
1974,11,1974.9083,113
1974,12,1974.9917,76
1975,1,1975.0750,134
1975,2,1975.1583,218
1975,3,1975.2417,1039
1975,4,1975.3250,556
1975,5,1975.4083,864
1975,6,1975.4917,333
1975,7,1975.5750,55
1975,8,1975.6583,32
1975,9,1975.7417,36
1975,10,1975.8250,45
1975,11,1975.9083,67
1975,12,1975.9917,92
1976,1,1976.0750,276
1976,2,1976.1583,320
1976,3,1976.2417,267
1976,4,1976.3250,306
1976,5,1976.4083,321
1976,6,1976.4917,255
1976,7,1976.5750,106
1976,8,1976.6583,24
1976,9,1976.7417,25
1976,10,1976.8250,50
1976,11,1976.9083,46
1976,12,1976.9917,66
1977,1,1977.0750,70
1977,2,1977.1583,109
1977,3,1977.2417,94
1977,4,1977.3250,166
1977,5,1977.4083,123
1977,6,1977.4917,97
1977,7,1977.5750,66
1977,8,1977.6583,33
1977,9,1977.7417,12
1977,10,1977.8250,35
1977,11,1977.9083,42
1977,12,1977.9917,71
1977,1,1977.0750,86
1978,2,1978.1583,92
1978,3,1978.2417,101
1978,4,1978.3250,226
1978,5,1978.4083,248
1978,6,1978.4917,186
1978,7,1978.5750,65
1978,8,1978.6583,49
1978,9,1978.7417,70
1978,10,1978.8250,42
1978,11,1978.9083,56
1978,12,1978.9917,84
1979,1,1979.0750,80
1979,2,1979.1583,137
1979,3,1979.2417,323
1979,4,1979.3250,253
1979,5,1979.4083,321
1979,6,1979.4917,404
1979,7,1979.5750,80
1979,8,1979.6583,19
1979,9,1979.7417,26
1979,10,1979.8250,44
1979,11,1979.9083,56
1979,12,1979.9917,75
1980,1,1980.0750,96
1980,2,1980.1583,141
1980,3,1980.2417,143
1980,4,1980.3250,203
1980,5,1980.4083,223
1980,6,1980.4917,131
1980,7,1980.5750,53
1980,8,1980.6583,33
1980,9,1980.7417,13
1980,10,1980.8250,43
1980,11,1980.9083,66
1980,12,1980.9917,30
1981,1,1981.0750,52
1981,2,1981.1583,93
1981,3,1981.2417,68
1981,4,1981.3250,53
1981,5,1981.4083,103
1981,6,1981.4917,30
1981,7,1981.5750,17
1981,8,1981.6583,7
1981,9,1981.7417,9
1981,10,1981.8250,13
1981,11,1981.9083,31
1981,12,1981.9917,18
1982,1,1982.0750,30
1982,2,1982.1583,39
1982,3,1982.2417,40
1982,4,1982.3250,46
1982,5,1982.4083,177
1982,6,1982.4917,51
1982,7,1982.5750,46
1982,8,1982.6583,20
1982,9,1982.7417,19
1982,10,1982.8250,29
1982,11,1982.9083,41
1982,12,1982.9917,21
1983,1,1983.0750,36
1983,2,1983.1583,57
1983,3,1983.2417,50
1983,4,1983.3250,99
1983,5,1983.4083,159
1983,6,1983.4917,603
1983,7,1983.5750,40
1983,8,1983.6583,33
1983,9,1983.7417,12
1983,10,1983.8250,33
1983,11,1983.9083,24
1983,12,1983.9917,39
1984,1,1984.0750,29
1984,2,1984.1583,24
1984,3,1984.2417,43
1984,4,1984.3250,30
1984,5,1984.4083,36
1984,6,1984.4917,46
1984,7,1984.5750,17
1984,8,1984.6583,9
1984,9,1984.7417,14
1984,10,1984.8250,9
1984,11,1984.9083,31
1984,12,1984.9917,28
1985,1,1985.0750,18
1985,2,1985.1583,35
1985,3,1985.2417,51
1985,4,1985.3250,55
1985,5,1985.4083,52
1985,6,1985.4917,49
1985,7,1985.5750,27
1985,8,1985.6583,13
1985,9,1985.7417,15
1985,10,1985.8250,20
1985,11,1985.9083,33
1985,12,1985.9917,18
1986,1,1986.0750,17
1986,2,1986.1583,33
1986,3,1986.2417,26
1986,4,1986.3250,25
1986,5,1986.4083,34
1986,6,1986.4917,28
1986,7,1986.5750,18
1986,8,1986.6583,4
1986,9,1986.7417,10
1986,10,1986.8250,12
1986,11,1986.9083,34
1986,12,1986.9917,13
1987,1,1987.0750,32
1987,2,1987.1583,35
1987,3,1987.2417,25
1987,4,1987.3250,11
1987,5,1987.4083,41
1987,6,1987.4917,34
1987,7,1987.5750,20
1987,8,1987.6583,13
1987,9,1987.7417,6
1987,10,1987.8250,17
1987,11,1987.9083,13
1987,12,1987.9917,13
1988,1,1988.0750,14
1988,2,1988.1583,12
1988,3,1988.2417,20
1988,4,1988.3250,22
1988,5,1988.4083,13
1988,6,1988.4917,8
1988,7,1988.5750,5
1988,8,1988.6583,6
1988,9,1988.7417,10
1988,10,1988.8250,16
1988,11,1988.9083,7
1988,12,1988.9917,6
1989,1,1989.0750,7
1989,2,1989.1583,8
1989,3,1989.2417,12
1989,4,1989.3250,19
1989,5,1989.4083,31
1989,6,1989.4917,24
1989,7,1989.5750,22
1989,8,1989.6583,14
1989,9,1989.7417,5
1989,10,1989.8250,11
1989,11,1989.9083,2
1989,12,1989.9917,15
